"","SampleID","FacilityID","Sample.Date","Matrix","Sample.Reason","Facility.Type","UtmX83","UtmY83","Latitude83","Longitude83","QuarterQuarter","Section","Township","Range","Meridian","County","PermitNumber","ReceiptNumber","WellDepth"
"156",454332,703408,"8/22/2002 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"157",454333,703408,"8/22/2002 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"158",454334,703408,"8/22/2002 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"159",454335,703408,"2/3/2005 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"160",454336,703408,"6/6/2007 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"161",454337,703408,"8/19/2008 0:00:00","WATER","","Domestic Well",252253,4114378,37.14,-107.78,"SESE",35,"34 N","9 W","M","LA PLATA                           ",187360,"",14
"162",454338,703409,"6/18/2001 0:00:00","WATER","","Domestic Well",263477,4104151,37.05,-107.65,"SENE",8,"32 N","7 W","S","LA PLATA                           ",NA,"",100
"163",454339,703409,"4/23/2002 0:00:00","WATER","","Domestic Well",263477,4104151,37.05,-107.65,"SENE",8,"32 N","7 W","S","LA PLATA                           ",NA,"",100
"164",454341,703410,"10/9/2000 0:00:00","WATER","","Domestic Well",256494,4123345,37.22,-107.74,"SESE",9,"34 N","8 W","N","LA PLATA                           ",NA,"",170
"165",454343,703410,"4/8/2002 0:00:00","WATER","","Domestic Well",256494,4123345,37.22,-107.74,"SESE",9,"34 N","8 W","N","LA PLATA                           ",NA,"",170
"166",454345,703410,"5/9/2002 0:00:00","WATER","","Domestic Well",256494,4123345,37.22,-107.74,"SESE",9,"34 N","8 W","N","LA PLATA                           ",NA,"",170
"167",454347,703410,"5/18/2005 0:00:00","WATER","","Domestic Well",256494,4123345,37.22,-107.74,"SESE",9,"34 N","8 W","N","LA PLATA                           ",NA,"",170
"168",454349,703410,"5/28/2008 0:00:00","WATER","","Domestic Well",256494,4123345,37.22,-107.74,"SESE",9,"34 N","8 W","N","LA PLATA                           ",NA,"",170
"169",454350,703411,"3/20/2001 0:00:00","WATER","","Domestic Well",265203,4101737,37.03,-107.63,"SWNW",8,"32 N","7 W","N","LA PLATA                           ",222475,"",203
"170",454351,703411,"6/24/2002 0:00:00","WATER","","Domestic Well",265203,4101737,37.03,-107.63,"SWNW",8,"32 N","7 W","N","LA PLATA                           ",222475,"",203
"171",454352,703411,"5/25/2005 0:00:00","WATER","","Domestic Well",265203,4101737,37.03,-107.63,"SWNW",8,"32 N","7 W","N","LA PLATA                           ",222475,"",203
"172",454353,703411,"7/15/2008 0:00:00","WATER","","Domestic Well",265203,4101737,37.03,-107.63,"SWNW",8,"32 N","7 W","N","LA PLATA                           ",222475,"",203
"173",454354,703411,"3/4/2009 0:00:00","WATER","","Domestic Well",265203,4101737,37.03,-107.63,"SWNW",8,"32 N","7 W","N","LA PLATA                           ",222475,"",203
"174",454355,703412,"10/17/2000 0:00:00","WATER","","Domestic Well",275745,4126617,37.25,-107.52,"NE",33,"35 N","6 W","N","LA PLATA                           ",NA,"",150
"175",454356,703412,"10/30/2001 0:00:00","WATER","","Domestic Well",275745,4126617,37.25,-107.52,"NE",33,"35 N","6 W","N","LA PLATA                           ",NA,"",150
"176",454357,703412,"10/27/2004 0:00:00","WATER","","Domestic Well",275745,4126617,37.25,-107.52,"NE",33,"35 N","6 W","N","LA PLATA                           ",NA,"",150
"177",454358,703412,"6/4/2008 0:00:00","WATER","","Domestic Well",275745,4126617,37.25,-107.52,"NE",33,"35 N","6 W","N","LA PLATA                           ",NA,"",150
"178",454359,703412,"8/3/2009 0:00:00","WATER","","Domestic Well",275745,4126617,37.25,-107.52,"NE",33,"35 N","6 W","N","LA PLATA                           ",NA,"",150
"179",454360,703413,"7/10/2001 0:00:00","WATER","","Domestic Well",244731,4111022,37.11,-107.87,"NW",7,"33 N","9 W","S","LA PLATA                           ",NA,"",210
"180",454361,703413,"7/2/2002 0:00:00","WATER","","Domestic Well",244731,4111022,37.11,-107.87,"NW",7,"33 N","9 W","S","LA PLATA                           ",NA,"",210
"181",454362,703413,"6/2/2005 0:00:00","WATER","","Domestic Well",244731,4111022,37.11,-107.87,"NW",7,"33 N","9 W","S","LA PLATA                           ",NA,"",210
"182",454363,703413,"7/1/2008 0:00:00","WATER","","Domestic Well",244731,4111022,37.11,-107.87,"NW",7,"33 N","9 W","S","LA PLATA                           ",NA,"",210
"183",454366,703415,"7/18/2001 0:00:00","WATER","","Domestic Well",245086,4111457,37.11,-107.86,"NESW",7,"33 N","9 W","N","LA PLATA                           ",NA,"",NA
"184",454367,703415,"7/9/2002 0:00:00","WATER","","Domestic Well",245086,4111457,37.11,-107.86,"NESW",7,"33 N","9 W","N","LA PLATA                           ",NA,"",NA
"185",454368,703415,"6/2/2005 0:00:00","WATER","","Domestic Well",245086,4111457,37.11,-107.86,"NESW",7,"33 N","9 W","N","LA PLATA                           ",NA,"",NA
"186",454369,703415,"7/30/2008 0:00:00","WATER","","Domestic Well",245086,4111457,37.11,-107.86,"NESW",7,"33 N","9 W","N","LA PLATA                           ",NA,"",NA
"187",454370,703416,"8/2/2001 0:00:00","WATER","","Domestic Well",245446,4112900,37.12,-107.86,"SENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",110
"188",454371,703416,"11/22/2002 0:00:00","WATER","","Domestic Well",245446,4112900,37.12,-107.86,"SENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",110
"189",454372,703416,"11/22/2005 0:00:00","WATER","","Domestic Well",245446,4112900,37.12,-107.86,"SENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",110
"190",454373,703416,"11/18/2008 0:00:00","WATER","","Domestic Well",245446,4112900,37.12,-107.86,"SENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",110
"191",454374,703417,"8/2/2001 0:00:00","WATER","","Domestic Well",245834,4114142,37.13,-107.86,"NENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",80
"192",454375,703417,"11/22/2002 0:00:00","WATER","","Domestic Well",245834,4114142,37.13,-107.86,"NENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",80
"193",454376,703417,"11/22/2005 0:00:00","WATER","","Domestic Well",245834,4114142,37.13,-107.86,"NENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",80
"194",454377,703417,"11/6/2008 0:00:00","WATER","","Domestic Well",245834,4114142,37.13,-107.86,"NENE",6,"33 N","9 W","S","LA PLATA                           ",NA,"",80
"195",454378,703418,"7/19/2001 0:00:00","WATER","","Domestic Well",261571,4108169,37.08,-107.68,"SE",23,"33 N","8 W","S","LA PLATA                           ",NA,"",NA
"196",454379,703418,"10/23/2001 0:00:00","WATER","","Domestic Well",261571,4108169,37.08,-107.68,"SE",23,"33 N","8 W","S","LA PLATA                           ",NA,"",NA
"197",454380,703418,"11/21/2002 0:00:00","WATER","","Domestic Well",261571,4108169,37.08,-107.68,"SE",23,"33 N","8 W","S","LA PLATA                           ",NA,"",NA
"198",454381,703418,"11/30/2005 0:00:00","WATER","","Domestic Well",261571,4108169,37.08,-107.68,"SE",23,"33 N","8 W","S","LA PLATA                           ",NA,"",NA
"199",454382,703418,"6/20/2006 0:00:00","WATER","","Domestic Well",261571,4108169,37.08,-107.68,"SE",23,"33 N","8 W","S","LA PLATA                           ",NA,"",NA
"200",454383,703418,"2/27/2007 0:00:00","WATER","","Domestic Well",261571,4108169,37.08,-107.68,"SE",23,"33 N","8 W","S","LA PLATA                           ",NA,"",NA
"201",454385,703419,"3/13/2002 0:00:00","WATER","","Domestic Well",262122,4113322,37.13,-107.67,"SENE",2,"33 N","8 W","S","LA PLATA                           ",NA,"",100
"202",454386,703419,"5/2/2003 0:00:00","WATER","","Domestic Well",262122,4113322,37.13,-107.67,"SENE",2,"33 N","8 W","S","LA PLATA                           ",NA,"",100
"203",454387,703419,"4/4/2006 0:00:00","WATER","","Domestic Well",262122,4113322,37.13,-107.67,"SENE",2,"33 N","8 W","S","LA PLATA                           ",NA,"",100
"204",454388,703419,"3/12/2009 0:00:00","WATER","","Domestic Well",262122,4113322,37.13,-107.67,"SENE",2,"33 N","8 W","S","LA PLATA                           ",NA,"",100
"205",454389,703420,"3/13/2002 0:00:00","WATER","","Domestic Well",261551,4113235,37.13,-107.68,"NENE",2,"33 N","8 W","S","LA PLATA                           ",NA,"",13
"206",454390,703420,"4/22/2003 0:00:00","WATER","","Domestic Well",261551,4113235,37.13,-107.68,"NENE",2,"33 N","8 W","S","LA PLATA                           ",NA,"",13
"207",454391,703420,"4/4/2006 0:00:00","WATER","","Domestic Well",261551,4113235,37.13,-107.68,"NENE",2,"33 N","8 W","S","LA PLATA                           ",NA,"",13
"208",454392,703421,"6/15/2000 0:00:00","WATER","","Domestic Well",261681,4130342,37.28,-107.68,"",24,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"209",454394,703422,"6/13/2001 0:00:00","WATER","","Domestic Well",265074,4125432,37.24,-107.64,"nw",4,"34 N","7 W","2","LA PLATA                           ",NA,"",275
"210",454395,703423,"10/10/2000 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"211",454397,703423,"1/10/2001 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"212",454399,703423,"7/30/2002 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"213",454401,703423,"8/5/2005 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"214",454403,703423,"1/24/2008 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"215",454405,703423,"9/30/2008 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"216",454407,703423,"8/11/2009 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"217",454409,703423,"8/12/2009 0:00:00","WATER","","Ground Water",263367,4121039,37.2,-107.66,"E2",12,"34 N","8 W","M","LA PLATA                           ",170121,"0352998 ",200
"218",454411,703424,"1/10/2001 0:00:00","WATER","","Domestic Well",263981,4121205,37.2,-107.65,"SENE",12,"34 N","8 W","4","LA PLATA                           ",NA,"",NA
"219",454413,703424,"8/13/2002 0:00:00","WATER","","Domestic Well",263981,4121205,37.2,-107.65,"SENE",12,"34 N","8 W","4","LA PLATA                           ",NA,"",NA
"220",454415,703424,"8/3/2005 0:00:00","WATER","","Domestic Well",263981,4121205,37.2,-107.65,"SENE",12,"34 N","8 W","4","LA PLATA                           ",NA,"",NA
"221",454417,703424,"7/2/2009 0:00:00","WATER","","Domestic Well",263981,4121205,37.2,-107.65,"SENE",12,"34 N","8 W","4","LA PLATA                           ",NA,"",NA
"222",454419,703425,"9/1/2001 0:00:00","WATER","","Domestic Well",258600,4129801,37.28,-107.72,"SW",23,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"223",454420,703425,"8/13/2002 0:00:00","WATER","","Domestic Well",258600,4129801,37.28,-107.72,"SW",23,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"224",454421,703425,"8/23/2005 0:00:00","WATER","","Domestic Well",258600,4129801,37.28,-107.72,"SW",23,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"225",454422,703426,"10/10/2000 0:00:00","WATER","","Domestic Well",260819,4129471,37.28,-107.69,"SW",24,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"226",454423,703426,"8/13/2002 0:00:00","WATER","","Domestic Well",260819,4129471,37.28,-107.69,"SW",24,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"227",454425,703427,"1/10/2001 0:00:00","WATER","","Domestic Well",262474,4121312,37.2,-107.67,"W2",12,"34 N","8 W","4","LA PLATA                           ",NA,"",NA
"228",454427,703427,"7/30/2002 0:00:00","WATER","","Domestic Well",262474,4121312,37.2,-107.67,"W2",12,"34 N","8 W","4","LA PLATA                           ",NA,"",NA
"229",454428,703427,"8/4/2005 0:00:00","WATER","","Domestic Well",262474,4121312,37.2,-107.67,"W2",12,"34 N","8 W","4","LA PLATA                           ",NA,"",NA
"230",454429,703428,"1/3/2001 0:00:00","WATER","","Domestic Well",248679,4124275,37.23,-107.83,"",3,"34 N","9 W","2","LA PLATA                           ",NA,"",80
"231",454430,703428,"10/2/2001 0:00:00","WATER","","Domestic Well",248679,4124275,37.23,-107.83,"",3,"34 N","9 W","2","LA PLATA                           ",NA,"",80
"232",454432,703428,"10/7/2004 0:00:00","WATER","","Domestic Well",248679,4124275,37.23,-107.83,"",3,"34 N","9 W","2","LA PLATA                           ",NA,"",80
"233",454433,703428,"10/7/2004 0:00:00","WATER","","Domestic Well",248679,4124275,37.23,-107.83,"",3,"34 N","9 W","2","LA PLATA                           ",NA,"",80
"234",454434,703429,"1/30/2001 0:00:00","WATER","","Domestic Well",252119,4127703,37.26,-107.79,"ne",31,"35 N","8 W","2","LA PLATA                           ",NA,"",88
"235",454435,703429,"12/12/2001 0:00:00","WATER","","Domestic Well",252119,4127703,37.26,-107.79,"ne",31,"35 N","8 W","2","LA PLATA                           ",NA,"",88
"236",454436,703429,"12/5/2007 0:00:00","WATER","","Domestic Well",252119,4127703,37.26,-107.79,"ne",31,"35 N","8 W","2","LA PLATA                           ",NA,"",88
"237",454439,703432,"6/12/2000 0:00:00","WATER","","Domestic Well",261974,4130210,37.28,-107.68,"",19,"35 N","7 W","2","LA PLATA                           ",NA,"",NA
"238",454440,703434,"9/1/2001 0:00:00","WATER","","Domestic Well",261144,4132162,37.3,-107.69,"",13,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"239",454441,703434,"8/6/2002 0:00:00","WATER","","Domestic Well",261144,4132162,37.3,-107.69,"",13,"35 N","8 W","2","LA PLATA                           ",NA,"",NA
"240",454442,703435,"10/4/2001 0:00:00","WATER","Complaint Investigation","Domestic Well",271785,4122523,37.22,-107.57,"nesw",18,"34 N","6 W","2","LA PLATA                           ",228135,"",248
"241",454443,703437,"9/21/2000 0:00:00","WATER","","Domestic Well",271541,4103473,37.04,-107.56,"NENE",2,"32 N","7 W","N","LA PLATA                           ",NA,"",NA
"242",454444,703437,"9/22/2000 0:00:00","WATER","","Domestic Well",271541,4103473,37.04,-107.56,"NENE",2,"32 N","7 W","N","LA PLATA                           ",NA,"",NA
"243",454445,703437,"9/17/2001 0:00:00","WATER","","Domestic Well",271541,4103473,37.04,-107.56,"NENE",2,"32 N","7 W","N","LA PLATA                           ",NA,"",NA
"244",454446,703437,"7/7/2004 0:00:00","WATER","","Domestic Well",271541,4103473,37.04,-107.56,"NENE",2,"32 N","7 W","N","LA PLATA                           ",NA,"",NA
"245",454447,703437,"7/18/2007 0:00:00","WATER","","Domestic Well",271541,4103473,37.04,-107.56,"NENE",2,"32 N","7 W","N","LA PLATA                           ",NA,"",NA
"246",454448,703437,"7/1/2009 0:00:00","WATER","","Domestic Well",271541,4103473,37.04,-107.56,"NENE",2,"32 N","7 W","N","LA PLATA                           ",NA,"",NA
"247",454450,703438,"10/3/2000 0:00:00","WATER","","Domestic Well",275390,4101477,37.03,-107.52,"SWSW",8,"32 N","6 W","N","LA PLATA                           ",183234,"",262
"248",454451,703438,"9/20/2001 0:00:00","WATER","","Domestic Well",275390,4101477,37.03,-107.52,"SWSW",8,"32 N","6 W","N","LA PLATA                           ",183234,"",262
"249",454452,703438,"7/7/2004 0:00:00","WATER","","Domestic Well",275390,4101477,37.03,-107.52,"SWSW",8,"32 N","6 W","N","LA PLATA                           ",183234,"",262
"250",454453,703438,"7/18/2007 0:00:00","WATER","","Domestic Well",275390,4101477,37.03,-107.52,"SWSW",8,"32 N","6 W","N","LA PLATA                           ",183234,"",262
"251",454454,703439,"9/20/2000 0:00:00","WATER","","Domestic Well",274133,4101639,37.03,-107.53,"",7,"32 N","6 W","N","LA PLATA                           ",NA,"",NA
"252",454455,703439,"9/21/2000 0:00:00","WATER","","Domestic Well",274133,4101639,37.03,-107.53,"",7,"32 N","6 W","N","LA PLATA                           ",NA,"",NA
"253",454456,703439,"9/10/2001 0:00:00","WATER","","Domestic Well",274133,4101639,37.03,-107.53,"",7,"32 N","6 W","N","LA PLATA                           ",NA,"",NA
"254",454457,703439,"7/8/2004 0:00:00","WATER","","Domestic Well",274133,4101639,37.03,-107.53,"",7,"32 N","6 W","N","LA PLATA                           ",NA,"",NA
"255",454458,703439,"7/19/2007 0:00:00","WATER","","Domestic Well",274133,4101639,37.03,-107.53,"",7,"32 N","6 W","N","LA PLATA                           ",NA,"",NA
